din_instante,irradiancia_wm2,temperatura_c,vento_ms,nuvens_pct,regiao,latitude,longitude,hora,mes
2024-01-02 18:00:00,0.0,27.74,2.3,72.55,Nordeste,-8.0,-40.0,18,1
2024-01-02 19:00:00,0.0,26.67,2.89,88.52,Nordeste,-8.0,-40.0,19,1
2024-01-02 20:00:00,0.0,25.9,2.98,95.3,Nordeste,-8.0,-40.0,20,1
2024-01-02 21:00:00,0.0,25.41,2.89,98.16,Nordeste,-8.0,-40.0,21,1
2024-01-02 22:00:00,0.0,24.99,2.77,98.97,Nordeste,-8.0,-40.0,22,1
2024-01-02 23:00:00,0.0,24.6,2.65,99.37,Nordeste,-8.0,-40.0,23,1
2024-01-03 00:00:00,0.0,24.26,2.53,99.18,Nordeste,-8.0,-40.0,0,1
2024-01-03 01:00:00,0.0,23.98,2.32,98.76,Nordeste,-8.0,-40.0,1,1
2024-01-03 02:00:00,0.0,23.76,1.93,99.27,Nordeste,-8.0,-40.0,2,1
2024-01-03 03:00:00,0.0,23.58,1.73,99.18,Nordeste,-8.0,-40.0,3,1
2024-01-03 04:00:00,0.0,23.37,1.69,99.35,Nordeste,-8.0,-40.0,4,1
2024-01-03 05:00:00,8.07,23.25,1.77,98.89,Nordeste,-8.0,-40.0,5,1
2024-01-03 06:00:00,93.0,24.64,2.81,99.07,Nordeste,-8.0,-40.0,6,1
2024-01-03 07:00:00,232.38,26.76,3.03,98.37,Nordeste,-8.0,-40.0,7,1
2024-01-03 08:00:00,390.77,29.12,2.57,98.49,Nordeste,-8.0,-40.0,8,1
2024-01-03 09:00:00,582.15,31.29,2.17,98.53,Nordeste,-8.0,-40.0,9,1
2024-01-03 10:00:00,768.08,33.09,1.97,88.56,Nordeste,-8.0,-40.0,10,1
2024-01-03 11:00:00,829.7,34.47,1.97,83.1,Nordeste,-8.0,-40.0,11,1
2024-01-03 12:00:00,786.83,35.33,2.03,68.12,Nordeste,-8.0,-40.0,12,1
2024-01-03 13:00:00,745.03,35.64,2.12,74.52,Nordeste,-8.0,-40.0,13,1
2024-01-03 14:00:00,610.08,35.42,2.11,68.41,Nordeste,-8.0,-40.0,14,1
2024-01-03 15:00:00,422.83,34.28,1.93,62.77,Nordeste,-8.0,-40.0,15,1
2024-01-03 16:00:00,219.8,33.05,1.75,72.83,Nordeste,-8.0,-40.0,16,1
2024-01-03 17:00:00,44.2,31.36,1.37,83.62,Nordeste,-8.0,-40.0,17,1
2024-01-03 18:00:00,0.0,29.59,1.09,94.89,Nordeste,-8.0,-40.0,18,1
2024-01-03 19:00:00,0.0,28.77,1.27,80.34,Nordeste,-8.0,-40.0,19,1
2024-01-03 20:00:00,0.0,28.0,1.45,83.69,Nordeste,-8.0,-40.0,20,1
2024-01-03 21:00:00,0.0,27.33,1.56,91.7,Nordeste,-8.0,-40.0,21,1
2024-01-03 22:00:00,0.0,26.6,1.63,94.24,Nordeste,-8.0,-40.0,22,1
2024-01-03 23:00:00,0.0,25.86,1.71,98.96,Nordeste,-8.0,-40.0,23,1
2024-01-04 00:00:00,0.0,25.25,1.73,98.63,Nordeste,-8.0,-40.0,0,1
2024-01-04 01:00:00,0.0,24.72,1.77,99.23,Nordeste,-8.0,-40.0,1,1
2024-01-04 02:00:00,0.0,24.28,1.93,98.15,Nordeste,-8.0,-40.0,2,1
2024-01-04 03:00:00,0.0,23.9,2.3,88.37,Nordeste,-8.0,-40.0,3,1
2024-01-04 04:00:00,0.0,23.48,2.44,72.61,Nordeste,-8.0,-40.0,4,1
2024-01-04 05:00:00,10.27,23.32,2.69,70.87,Nordeste,-8.0,-40.0,5,1
2024-01-04 06:00:00,132.02,25.05,4.39,69.32,Nordeste,-8.0,-40.0,6,1
2024-01-04 07:00:00,302.65,27.56,4.73,67.04,Nordeste,-8.0,-40.0,7,1
2024-01-04 08:00:00,512.25,30.13,3.99,64.91,Nordeste,-8.0,-40.0,8,1
2024-01-04 09:00:00,722.53,32.38,3.4,58.69,Nordeste,-8.0,-40.0,9,1
2024-01-04 10:00:00,856.6,34.16,3.09,70.15,Nordeste,-8.0,-40.0,10,1
2024-01-04 11:00:00,885.05,35.55,2.81,73.07,Nordeste,-8.0,-40.0,11,1
2024-01-04 12:00:00,925.97,36.47,2.62,46.53,Nordeste,-8.0,-40.0,12,1
2024-01-04 13:00:00,733.85,36.89,2.51,48.75,Nordeste,-8.0,-40.0,13,1
2024-01-04 14:00:00,690.35,36.71,2.36,30.19,Nordeste,-8.0,-40.0,14,1
2024-01-04 15:00:00,481.25,36.07,2.26,29.23,Nordeste,-8.0,-40.0,15,1
2024-01-04 16:00:00,262.62,34.61,2.17,23.61,Nordeste,-8.0,-40.0,16,1
2024-01-04 17:00:00,57.85,32.54,1.55,14.34,Nordeste,-8.0,-40.0,17,1
2024-01-04 18:00:00,0.0,30.55,1.35,6.06,Nordeste,-8.0,-40.0,18,1
2024-01-04 19:00:00,0.0,29.84,1.41,1.3,Nordeste,-8.0,-40.0,19,1
2024-01-04 20:00:00,0.0,29.1,1.47,1.74,Nordeste,-8.0,-40.0,20,1
2024-01-04 21:00:00,0.0,28.4,1.55,0.87,Nordeste,-8.0,-40.0,21,1
2024-01-04 22:00:00,0.0,27.63,1.7,16.56,Nordeste,-8.0,-40.0,22,1
2024-01-04 23:00:00,0.0,26.88,1.84,52.28,Nordeste,-8.0,-40.0,23,1
2024-01-05 00:00:00,0.0,25.94,1.98,40.93,Nordeste,-8.0,-40.0,0,1
2024-01-05 01:00:00,0.0,25.22,1.93,22.34,Nordeste,-8.0,-40.0,1,1
2024-01-05 02:00:00,0.0,24.56,1.83,31.21,Nordeste,-8.0,-40.0,2,1
2024-01-05 03:00:00,0.0,24.01,2.25,53.37,Nordeste,-8.0,-40.0,3,1
2024-01-05 04:00:00,0.0,23.55,3.04,75.09,Nordeste,-8.0,-40.0,4,1
2024-01-05 05:00:00,9.05,23.31,3.41,74.06,Nordeste,-8.0,-40.0,5,1
2024-01-05 06:00:00,130.2,25.12,4.72,71.71,Nordeste,-8.0,-40.0,6,1
2024-01-05 07:00:00,298.05,27.89,4.89,70.69,Nordeste,-8.0,-40.0,7,1
2024-01-05 08:00:00,546.6,30.87,3.83,69.39,Nordeste,-8.0,-40.0,8,1
2024-01-05 09:00:00,706.6,33.49,2.65,93.97,Nordeste,-8.0,-40.0,9,1
2024-01-05 10:00:00,859.72,35.44,1.97,92.57,Nordeste,-8.0,-40.0,10,1
2024-01-05 11:00:00,914.4,36.94,1.56,93.12,Nordeste,-8.0,-40.0,11,1
2024-01-05 12:00:00,917.72,37.98,1.19,80.01,Nordeste,-8.0,-40.0,12,1
2024-01-05 13:00:00,738.6,38.49,0.87,88.22,Nordeste,-8.0,-40.0,13,1
2024-01-05 14:00:00,661.88,38.49,0.73,71.56,Nordeste,-8.0,-40.0,14,1
2024-01-05 15:00:00,463.1,37.96,0.8,74.58,Nordeste,-8.0,-40.0,15,1
2024-01-05 16:00:00,247.35,36.79,0.94,62.33,Nordeste,-8.0,-40.0,16,1
2024-01-05 17:00:00,53.47,34.6,0.79,50.03,Nordeste,-8.0,-40.0,17,1
2024-01-05 18:00:00,0.0,32.53,0.55,37.69,Nordeste,-8.0,-40.0,18,1
2024-01-05 19:00:00,0.0,32.08,0.48,34.97,Nordeste,-8.0,-40.0,19,1
2024-01-05 20:00:00,0.0,30.77,1.25,19.91,Nordeste,-8.0,-40.0,20,1
2024-01-05 21:00:00,0.0,29.68,1.79,26.54,Nordeste,-8.0,-40.0,21,1
2024-01-05 22:00:00,0.0,28.91,2.38,39.34,Nordeste,-8.0,-40.0,22,1
2024-01-05 23:00:00,0.0,28.2,2.84,55.05,Nordeste,-8.0,-40.0,23,1
2024-01-06 00:00:00,0.0,27.36,2.88,34.34,Nordeste,-8.0,-40.0,0,1
2024-01-06 01:00:00,0.0,26.74,2.77,75.39,Nordeste,-8.0,-40.0,1,1
2024-01-06 02:00:00,0.0,26.2,2.42,79.26,Nordeste,-8.0,-40.0,2,1
2024-01-06 03:00:00,0.0,25.71,1.95,82.33,Nordeste,-8.0,-40.0,3,1
2024-01-06 04:00:00,0.0,25.04,1.35,94.42,Nordeste,-8.0,-40.0,4,1
2024-01-06 05:00:00,9.3,25.09,0.57,94.2,Nordeste,-8.0,-40.0,5,1
2024-01-06 06:00:00,126.43,26.89,0.32,92.47,Nordeste,-8.0,-40.0,6,1
2024-01-06 07:00:00,302.75,29.16,0.79,92.64,Nordeste,-8.0,-40.0,7,1
2024-01-06 08:00:00,522.7,31.44,0.72,92.51,Nordeste,-8.0,-40.0,8,1
2024-01-06 09:00:00,673.78,33.26,0.55,92.98,Nordeste,-8.0,-40.0,9,1
2024-01-06 10:00:00,826.75,34.57,0.73,86.33,Nordeste,-8.0,-40.0,10,1
2024-01-06 11:00:00,863.85,35.64,0.97,81.47,Nordeste,-8.0,-40.0,11,1
2024-01-06 12:00:00,880.58,36.29,1.46,58.87,Nordeste,-8.0,-40.0,12,1
2024-01-06 13:00:00,775.08,36.47,2.01,46.65,Nordeste,-8.0,-40.0,13,1
2024-01-06 14:00:00,642.65,35.92,2.48,48.77,Nordeste,-8.0,-40.0,14,1
2024-01-06 15:00:00,447.45,35.02,2.76,41.68,Nordeste,-8.0,-40.0,15,1
2024-01-06 16:00:00,233.43,33.88,2.74,41.45,Nordeste,-8.0,-40.0,16,1
2024-01-06 17:00:00,47.22,31.94,1.93,42.96,Nordeste,-8.0,-40.0,17,1
2024-01-06 18:00:00,0.0,30.09,1.36,42.39,Nordeste,-8.0,-40.0,18,1
2024-01-06 19:00:00,0.0,29.7,1.06,39.48,Nordeste,-8.0,-40.0,19,1
2024-01-06 20:00:00,0.0,29.66,0.64,25.43,Nordeste,-8.0,-40.0,20,1
2024-01-06 21:00:00,0.0,29.26,0.61,12.59,Nordeste,-8.0,-40.0,21,1
2024-01-06 22:00:00,0.0,28.36,0.97,8.07,Nordeste,-8.0,-40.0,22,1
2024-01-06 23:00:00,0.0,27.46,1.24,30.78,Nordeste,-8.0,-40.0,23,1
2024-01-07 00:00:00,0.0,26.73,1.18,51.14,Nordeste,-8.0,-40.0,0,1
2024-01-07 01:00:00,0.0,26.39,0.87,27.79,Nordeste,-8.0,-40.0,1,1
2024-01-07 02:00:00,0.0,26.01,0.92,48.62,Nordeste,-8.0,-40.0,2,1
2024-01-07 03:00:00,0.0,25.3,1.36,54.25,Nordeste,-8.0,-40.0,3,1
2024-01-07 04:00:00,0.0,24.6,1.56,50.32,Nordeste,-8.0,-40.0,4,1
2024-01-07 05:00:00,9.25,24.25,1.61,53.78,Nordeste,-8.0,-40.0,5,1
2024-01-07 06:00:00,129.23,25.8,2.83,59.23,Nordeste,-8.0,-40.0,6,1
2024-01-07 07:00:00,304.52,28.31,3.38,61.33,Nordeste,-8.0,-40.0,7,1
2024-01-07 08:00:00,512.88,30.94,2.71,63.89,Nordeste,-8.0,-40.0,8,1
2024-01-07 09:00:00,711.33,33.02,2.25,60.78,Nordeste,-8.0,-40.0,9,1
2024-01-07 10:00:00,874.75,34.81,2.37,46.15,Nordeste,-8.0,-40.0,10,1
2024-01-07 11:00:00,925.38,36.24,2.75,45.85,Nordeste,-8.0,-40.0,11,1
2024-01-07 12:00:00,914.78,37.19,3.23,51.86,Nordeste,-8.0,-40.0,12,1
2024-01-07 13:00:00,778.2,37.59,3.69,36.46,Nordeste,-8.0,-40.0,13,1
2024-01-07 14:00:00,670.25,37.5,4.1,40.22,Nordeste,-8.0,-40.0,14,1
2024-01-07 15:00:00,488.4,36.73,4.4,28.28,Nordeste,-8.0,-40.0,15,1
2024-01-07 16:00:00,263.3,35.59,4.42,25.65,Nordeste,-8.0,-40.0,16,1
2024-01-07 17:00:00,58.35,32.92,2.65,21.37,Nordeste,-8.0,-40.0,17,1
2024-01-07 18:00:00,0.0,30.66,2.18,16.96,Nordeste,-8.0,-40.0,18,1
2024-01-07 19:00:00,0.0,29.97,1.9,17.09,Nordeste,-8.0,-40.0,19,1
2024-01-07 20:00:00,0.0,29.32,1.67,14.81,Nordeste,-8.0,-40.0,20,1
2024-01-07 21:00:00,0.0,28.29,1.75,4.78,Nordeste,-8.0,-40.0,21,1
2024-01-07 22:00:00,0.0,27.17,1.96,14.13,Nordeste,-8.0,-40.0,22,1
2024-01-07 23:00:00,0.0,25.75,2.55,0.43,Nordeste,-8.0,-40.0,23,1
2024-01-08 00:00:00,0.0,24.51,2.67,3.91,Nordeste,-8.0,-40.0,0,1
2024-01-08 01:00:00,0.0,23.63,3.25,36.21,Nordeste,-8.0,-40.0,1,1
2024-01-08 02:00:00,0.0,23.06,4.26,9.49,Nordeste,-8.0,-40.0,2,1
2024-01-08 03:00:00,0.0,22.44,4.0,27.18,Nordeste,-8.0,-40.0,3,1
2024-01-08 04:00:00,0.0,22.1,3.18,50.19,Nordeste,-8.0,-40.0,4,1
2024-01-08 05:00:00,9.35,22.08,2.76,52.31,Nordeste,-8.0,-40.0,5,1
2024-01-08 06:00:00,144.57,23.83,4.39,53.01,Nordeste,-8.0,-40.0,6,1
2024-01-08 07:00:00,331.95,26.49,5.4,54.93,Nordeste,-8.0,-40.0,7,1
2024-01-08 08:00:00,553.83,29.13,4.79,55.29,Nordeste,-8.0,-40.0,8,1
2024-01-08 09:00:00,753.65,31.52,3.83,40.9,Nordeste,-8.0,-40.0,9,1
2024-01-08 10:00:00,930.72,33.42,3.02,26.64,Nordeste,-8.0,-40.0,10,1
2024-01-08 11:00:00,985.05,34.64,2.62,29.16,Nordeste,-8.0,-40.0,11,1
2024-01-08 12:00:00,974.97,35.25,2.63,23.15,Nordeste,-8.0,-40.0,12,1
2024-01-08 13:00:00,880.97,35.45,2.75,24.72,Nordeste,-8.0,-40.0,13,1
2024-01-08 14:00:00,732.42,35.43,2.84,23.82,Nordeste,-8.0,-40.0,14,1
2024-01-08 15:00:00,522.05,34.51,2.87,19.74,Nordeste,-8.0,-40.0,15,1
2024-01-08 16:00:00,284.12,33.49,2.76,20.57,Nordeste,-8.0,-40.0,16,1
2024-01-08 17:00:00,64.68,31.25,1.84,20.86,Nordeste,-8.0,-40.0,17,1
2024-01-08 18:00:00,0.0,29.07,1.9,21.39,Nordeste,-8.0,-40.0,18,1
2024-01-08 19:00:00,0.0,28.45,1.88,44.78,Nordeste,-8.0,-40.0,19,1
2024-01-08 20:00:00,0.0,28.05,1.66,71.4,Nordeste,-8.0,-40.0,20,1
2024-01-08 21:00:00,0.0,27.73,1.31,29.77,Nordeste,-8.0,-40.0,21,1
2024-01-08 22:00:00,0.0,27.1,1.11,17.8,Nordeste,-8.0,-40.0,22,1
2024-01-08 23:00:00,0.0,25.91,1.43,3.48,Nordeste,-8.0,-40.0,23,1
2024-01-09 00:00:00,0.0,24.98,1.68,4.35,Nordeste,-8.0,-40.0,0,1
2024-01-09 01:00:00,0.0,24.65,1.78,27.31,Nordeste,-8.0,-40.0,1,1
2024-01-09 02:00:00,0.0,24.1,2.09,8.63,Nordeste,-8.0,-40.0,2,1
2024-01-09 03:00:00,0.0,23.18,2.23,30.03,Nordeste,-8.0,-40.0,3,1
2024-01-09 04:00:00,0.0,22.71,2.06,42.88,Nordeste,-8.0,-40.0,4,1
2024-01-09 05:00:00,8.93,22.5,2.27,45.78,Nordeste,-8.0,-40.0,5,1
2024-01-09 06:00:00,139.55,24.39,3.35,50.21,Nordeste,-8.0,-40.0,6,1
2024-01-09 07:00:00,334.3,27.32,3.27,52.73,Nordeste,-8.0,-40.0,7,1
2024-01-09 08:00:00,535.78,30.19,2.56,54.74,Nordeste,-8.0,-40.0,8,1
2024-01-09 09:00:00,722.0,32.58,1.93,53.64,Nordeste,-8.0,-40.0,9,1
2024-01-09 10:00:00,882.7,34.23,1.65,43.4,Nordeste,-8.0,-40.0,10,1
2024-01-09 11:00:00,930.25,35.31,1.68,38.0,Nordeste,-8.0,-40.0,11,1
2024-01-09 12:00:00,888.35,36.0,1.9,57.64,Nordeste,-8.0,-40.0,12,1
2024-01-09 13:00:00,819.12,36.37,2.28,50.38,Nordeste,-8.0,-40.0,13,1
2024-01-09 14:00:00,678.42,35.83,2.76,38.24,Nordeste,-8.0,-40.0,14,1
2024-01-09 15:00:00,481.75,35.18,3.18,29.84,Nordeste,-8.0,-40.0,15,1
2024-01-09 16:00:00,256.88,34.11,3.39,31.24,Nordeste,-8.0,-40.0,16,1
2024-01-09 17:00:00,57.5,31.96,2.37,30.87,Nordeste,-8.0,-40.0,17,1
2024-01-09 18:00:00,0.0,29.62,2.16,29.59,Nordeste,-8.0,-40.0,18,1
2024-01-09 19:00:00,0.0,28.82,2.22,28.52,Nordeste,-8.0,-40.0,19,1
2024-01-09 20:00:00,0.0,28.14,2.24,13.73,Nordeste,-8.0,-40.0,20,1
2024-01-09 21:00:00,0.0,27.58,2.3,20.53,Nordeste,-8.0,-40.0,21,1
2024-01-09 22:00:00,0.0,27.09,2.6,53.34,Nordeste,-8.0,-40.0,22,1
2024-01-09 23:00:00,0.0,26.62,3.09,45.58,Nordeste,-8.0,-40.0,23,1
2024-01-10 00:00:00,0.0,26.09,3.34,51.34,Nordeste,-8.0,-40.0,0,1
2024-01-10 01:00:00,0.0,25.46,2.94,72.85,Nordeste,-8.0,-40.0,1,1
2024-01-10 02:00:00,0.0,24.94,2.76,70.78,Nordeste,-8.0,-40.0,2,1
2024-01-10 03:00:00,0.0,24.5,2.5,55.31,Nordeste,-8.0,-40.0,3,1
2024-01-10 04:00:00,0.0,24.11,2.15,63.99,Nordeste,-8.0,-40.0,4,1
2024-01-10 05:00:00,7.2,23.91,2.23,72.45,Nordeste,-8.0,-40.0,5,1
2024-01-10 06:00:00,97.22,24.51,2.91,81.39,Nordeste,-8.0,-40.0,6,1
2024-01-10 07:00:00,225.7,25.74,3.28,88.27,Nordeste,-8.0,-40.0,7,1
2024-01-10 08:00:00,358.42,27.55,2.96,96.17,Nordeste,-8.0,-40.0,8,1
2024-01-10 09:00:00,542.55,29.4,2.57,94.8,Nordeste,-8.0,-40.0,9,1
2024-01-10 10:00:00,618.83,31.11,2.77,93.07,Nordeste,-8.0,-40.0,10,1
2024-01-10 11:00:00,597.0,32.43,3.13,97.37,Nordeste,-8.0,-40.0,11,1
2024-01-10 12:00:00,568.75,33.85,3.46,96.83,Nordeste,-8.0,-40.0,12,1
2024-01-10 13:00:00,447.55,34.32,3.73,92.19,Nordeste,-8.0,-40.0,13,1
2024-01-10 14:00:00,451.35,34.24,3.83,88.17,Nordeste,-8.0,-40.0,14,1
2024-01-10 15:00:00,348.25,33.45,3.73,73.69,Nordeste,-8.0,-40.0,15,1
2024-01-10 16:00:00,179.18,32.33,3.46,64.22,Nordeste,-8.0,-40.0,16,1
2024-01-10 17:00:00,43.35,30.09,2.24,53.91,Nordeste,-8.0,-40.0,17,1
2024-01-10 18:00:00,0.0,27.94,1.9,40.78,Nordeste,-8.0,-40.0,18,1
2024-01-10 19:00:00,0.0,27.41,1.85,65.99,Nordeste,-8.0,-40.0,19,1
2024-01-10 20:00:00,0.0,27.04,1.8,94.57,Nordeste,-8.0,-40.0,20,1
2024-01-10 21:00:00,0.0,26.56,1.76,90.7,Nordeste,-8.0,-40.0,21,1
2024-01-10 22:00:00,0.0,25.78,1.95,99.7,Nordeste,-8.0,-40.0,22,1
2024-01-10 23:00:00,0.0,25.02,2.42,98.44,Nordeste,-8.0,-40.0,23,1
2024-01-11 00:00:00,0.0,24.49,2.84,85.92,Nordeste,-8.0,-40.0,0,1
2024-01-11 01:00:00,0.0,23.87,3.16,99.45,Nordeste,-8.0,-40.0,1,1
2024-01-11 02:00:00,0.0,23.33,3.5,97.75,Nordeste,-8.0,-40.0,2,1
2024-01-11 03:00:00,0.0,22.91,3.56,99.11,Nordeste,-8.0,-40.0,3,1
2024-01-11 04:00:00,0.0,22.61,3.45,99.62,Nordeste,-8.0,-40.0,4,1
2024-01-11 05:00:00,2.95,22.52,3.55,100.0,Nordeste,-8.0,-40.0,5,1
2024-01-11 06:00:00,57.78,23.18,4.55,100.0,Nordeste,-8.0,-40.0,6,1
2024-01-11 07:00:00,147.6,24.52,5.42,100.0,Nordeste,-8.0,-40.0,7,1
2024-01-11 08:00:00,244.57,26.33,5.79,99.18,Nordeste,-8.0,-40.0,8,1
2024-01-11 09:00:00,466.23,27.98,5.95,95.96,Nordeste,-8.0,-40.0,9,1
2024-01-11 10:00:00,622.7,29.22,6.12,75.32,Nordeste,-8.0,-40.0,10,1
2024-01-11 11:00:00,749.42,30.19,6.24,69.51,Nordeste,-8.0,-40.0,11,1
2024-01-11 12:00:00,622.78,31.04,6.04,71.48,Nordeste,-8.0,-40.0,12,1
2024-01-11 13:00:00,433.0,31.63,5.38,91.79,Nordeste,-8.0,-40.0,13,1
2024-01-11 14:00:00,471.08,32.12,4.75,89.4,Nordeste,-8.0,-40.0,14,1
2024-01-11 15:00:00,434.45,31.84,4.26,51.82,Nordeste,-8.0,-40.0,15,1
2024-01-11 16:00:00,221.27,30.71,3.8,65.81,Nordeste,-8.0,-40.0,16,1
2024-01-11 17:00:00,50.25,28.81,2.35,79.51,Nordeste,-8.0,-40.0,17,1
2024-01-11 18:00:00,0.0,26.9,1.86,94.29,Nordeste,-8.0,-40.0,18,1
2024-01-11 19:00:00,0.0,26.34,1.84,78.23,Nordeste,-8.0,-40.0,19,1
2024-01-11 20:00:00,0.0,25.73,1.98,43.21,Nordeste,-8.0,-40.0,20,1
2024-01-11 21:00:00,0.0,25.18,2.11,44.99,Nordeste,-8.0,-40.0,21,1
2024-01-11 22:00:00,0.0,24.69,2.13,55.14,Nordeste,-8.0,-40.0,22,1
2024-01-11 23:00:00,0.0,24.19,2.02,38.18,Nordeste,-8.0,-40.0,23,1
2024-01-12 00:00:00,0.0,23.81,1.97,63.9,Nordeste,-8.0,-40.0,0,1
2024-01-12 01:00:00,0.0,23.41,2.42,61.04,Nordeste,-8.0,-40.0,1,1
2024-01-12 02:00:00,0.0,22.84,2.94,62.7,Nordeste,-8.0,-40.0,2,1
2024-01-12 03:00:00,0.0,22.14,3.09,72.56,Nordeste,-8.0,-40.0,3,1
2024-01-12 04:00:00,0.0,21.47,3.0,79.75,Nordeste,-8.0,-40.0,4,1
2024-01-12 05:00:00,6.1,21.09,3.18,84.97,Nordeste,-8.0,-40.0,5,1
2024-01-12 06:00:00,89.35,22.21,4.27,90.35,Nordeste,-8.0,-40.0,6,1
2024-01-12 07:00:00,222.82,24.76,5.04,94.48,Nordeste,-8.0,-40.0,7,1
2024-01-12 08:00:00,355.42,27.67,4.91,98.55,Nordeste,-8.0,-40.0,8,1
2024-01-12 09:00:00,501.02,29.81,4.62,95.61,Nordeste,-8.0,-40.0,9,1
2024-01-12 10:00:00,678.2,31.55,4.49,87.39,Nordeste,-8.0,-40.0,10,1
2024-01-12 11:00:00,750.92,32.9,4.45,89.7,Nordeste,-8.0,-40.0,11,1
2024-01-12 12:00:00,755.25,33.79,4.39,93.54,Nordeste,-8.0,-40.0,12,1
2024-01-12 13:00:00,603.1,34.12,4.31,77.33,Nordeste,-8.0,-40.0,13,1
2024-01-12 14:00:00,601.88,34.02,4.06,69.87,Nordeste,-8.0,-40.0,14,1
2024-01-12 15:00:00,447.6,33.37,3.64,46.91,Nordeste,-8.0,-40.0,15,1
2024-01-12 16:00:00,242.45,32.17,3.12,50.76,Nordeste,-8.0,-40.0,16,1
2024-01-12 17:00:00,57.9,29.64,1.97,52.89,Nordeste,-8.0,-40.0,17,1
2024-01-12 18:00:00,0.0,27.37,1.89,54.7,Nordeste,-8.0,-40.0,18,1
